name,state,state_code,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,total_enrollment,rank,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent,degree_type,pred_degree_type,highest_degree,type_school,ST_FIPS,region,locale,hbcu,pbi,annhi,AANAPII,his,nanti,men_only,women_only,admission_rate,sat_avg,distance_only,netprice_lowincome,tuit_fte,inexp_fte,avg_fac_salary,pct_ft_fac,pct_pell,C150_POOLED,age_entry,first_gen,med_fam_inc,pct_grad_degree,pct_domestic,median_hh_income,poverty_rate,unemployment_rate,Women,American Indian / Alaska Native,Asian,Black,Hispanic,Native Hawaiian / Pacific Islander,White,Two Or More Races,Unknown,Non-Resident Foreign,Total Minority
University of Iowa,Iowa,IA,4 Year,11172,9267,20439,31233,42405,29970,3,54100,99400,0.48,0.16,3,3,4,1,19,4,13,0,0,0,0,0,0,0,0,0.862084336,1236,0,13897,14898,14373,11887,0.856,0.1886,0.73,20.97282405,0.223128536,72993,0.1015999985,0.9437999725,63769.8,5.3699998860000004,0.02660000086,0.5158825492158825,0.001668335001668335,0.03523523523523524,0.028461795128461795,0.05772439105772439,8.675342008675342e-4,0.6712712712712713,0.021021021021021023,0.05985985985985986,3713,4345
University of Jamestown,North Dakota,ND,4 Year,7570,21976,29546,21976,29546,970,3,47600,85400,0.64,0.11,3,3,4,2,38,4,33,0,0,0,0,0,0,0,0,0.757911392,1062,0,16375,9815,10360,6645,1,0.2971,0.5535,20.44117647,0.282296651,77811.5,0.051999998090000006,0.9712000275,51493.83,8.0799999239999991,0.02849999905,0.5443298969072164,0.015463917525773196,0.01134020618556701,0.041237113402061855,0.049484536082474224,0.003092783505154639,0.8175257731958763,0,0.0010309278350515464,59,117
University of Kansas,Kansas,KS,4 Year,10350,11148,21498,27358,37708,27180,1,53000,98600,0.52,0.16,3,3,4,1,20,4,13,0,0,0,0,0,0,0,0,0.92497545,1219,0,14492,12941,20162,10474,0.8562,0.1978,0.6458,21.11034588,0.222240207,64240.5,0.12399999619999999,0.9391000366,70891.42,5.239999771,0.025,0.5132450331125827,0.0052244297277409864,0.03977189109639441,0.0416850625459897,0.05717439293598234,8.094186902133922e-4,0.704083885209713,0.040323767476085355,0.02130242825607064,2436,5028
University of Kentucky,Kentucky,KY,4 Year,12982,12245,25227,29099,42081,29203,1,51700,96400,0.48,0.19,3,3,4,1,21,5,11,0,0,0,0,0,0,0,0,0.940124453,1232,0,12539,12811,11957,10967,0.8381,0.2124,0.6726,20.59947299,0.233600886,61931.5,0.09850000380999999,0.9608000183000001,59287.73,9.06000042,0.0299000001,0.5280279423346916,0.0018833681471081738,0.02763414717665993,0.0681094408108756,0.03530459199397322,8.90319487723864e-4,0.7457110570831764,0.026367154059514432,0.03414032804848817,1751,4678
University of Louisiana at Lafayette,Louisiana,LA,4 Year,8516,10616,19132,24344,32860,17195,5,48200,92500,0.52,0.19,3,3,4,1,22,5,12,0,0,0,0,0,0,0,0,0.783456624,1105,0,10428,10080,8676,8363,0.7553,0.3379,0.5063,21.93316413,0.384858044,41647.5,0.05940000057,0.9691000366,47090.8,15.47999954,0.04340000153,0.5583599883687118,0.004652515266065717,0.021692352428031404,0.19639430066879907,0.031811573131724336,8.723466123873219e-4,0.6784530386740332,0.016109334108752545,0.010875254434428614,673,4669
University of Louisiana at Monroe,Louisiana,LA,4 Year,7850,8734,16584,20834,28684,8517,5,48500,92500,0.65,0.07,3,3,4,1,22,5,13,0,0,0,0,0,0,0,0,0.698887765,1108,0,9103,8334,6175,7535,0.7559,0.3602,0.5507,21.4884629,0.380085238,33055,0.06230000019,0.9790000153,43063.22,17.06999969,0.047899999619999994,0.6394270282963485,0.0034049547962897732,0.023130210167899495,0.2273100857109311,0.02066455324644828,4.696489374192791e-4,0.6485851825760244,0.02066455324644828,0.02465656921451215,265,2518
University of Louisville,Kentucky,KY,4 Year,9226,11656,20882,27278,36504,21561,5,49500,87600,0.5,0.18,3,3,4,1,21,5,11,0,0,0,0,0,0,0,0,0.746942737,1182,0,14813,12518,14246,8177,0.5434,0.2773,0.6138,21.92279746,0.304347826,47376,0.08789999962,0.9609999847,59042.66,8.75,0.030599999430000004,0.5156532628356755,0.0015769212930754604,0.03473864848569176,0.10421594545707527,0.03770697091971616,6.493205324428366e-4,0.7533509577477854,0.03636194981679885,0.002782802281897871,617,4641
University of Maine,Maine,ME,4 Year,10418,11170,21588,30970,41388,11286,5,52000,95000,0.5,0.24,3,3,4,1,23,1,23,0,0,0,0,0,0,0,0,0.964584029,1180,0,13495,11350,10283,10165,0.6973,0.2409,0.5663,20.16197531,0.234053498,65562,0.08520000458,0.9559999847,54908.38,7.7899999619999996,0.03140000105,0.5098351940457203,0.011784511784511785,0.012759170653907496,0.018784334573808258,0.021353889774942406,1.77210703526493e-4,0.7702463228779018,0.023125996810207338,0.09339004075846181,546,993
University of Miami,Florida,FL,4 Year,14108,50226,64334,50226,64334,16674,6,56200,99600,0.48,0.22,3,3,4,2,12,5,13,0,0,0,0,0,0,0,0,0.284933128,1402,0,16314,34840,29931,13336,0.7481,0.1503,0.832,20.85662432,0.200959233,54690.5,0.12189999580000001,0.7223000336,71124,7.820000172,0.03380000114,0.511035144536404,0.0013793930670504978,0.057154851865179324,0.07010915197313182,0.2114669545400024,0.0013194194554396067,0.4063811922753988,0.024469233537243614,0.06315221302626844,2744,6101
University of Mississippi,Mississippi,MS,4 Year,10696,8660,19356,24614,35310,22503,2,48500,89100,0.55,0.12,3,3,4,1,28,5,33,0,0,0,0,0,0,0,0,0.896625877,1201,0,8820,12399,16409,9521,0.8439,0.2384,0.6755,21.74808184,0.235026918,47087,0.08130000114,0.9691000366,53374.26,12.17000008,0.03640000105,0.5610363062702751,0.002844065235746345,0.019064124783362217,0.14122561436252945,0.02710749677820735,0.0010220859440963426,0.7502110829667156,0.020930542594320756,0.002355241523352442,793,4775
University of Montevallo,Alabama,AL,4 Year,9330,12760,22090,25780,35110,3070,22,38900,70700,0.49,0.07,3,3,4,1,1,5,21,0,0,0,0,0,0,0,0,0.900865266,1131,0,14625,9324,12702,7518,0.6414,0.395,0.5296,21.02364532,0.325237592,43813,0.07920000076,0.9708999634,59047.15,9.340000153,0.02950000048,0.6736156351791531,0.005863192182410423,0.006188925081433224,0.14136807817589578,0.03029315960912052,0,0.7257328990228012,0.02214983713355049,0.05570032573289902,39,632
University of Mount Union,Ohio,OH,4 Year,10200,31260,41460,31260,41460,2262,22,48300,88500,0.41,0.19,3,3,4,2,39,3,31,0,0,0,0,0,0,0,0,0.797381901,1115,0,19062,15129,9683,7429,0.986,0.3187,0.6692,19.56219865,0.224924012,74635,0.06789999962,0.9648999786,61044.98,5.840000153,0.027400000100000002,0.5013262599469496,0.0017683465959328027,0.006631299734748011,0.053934571175950484,0.018125552608311227,0,0.8183023872679045,0.03757736516357206,0.036251105216622455,62,267
University of New Hampshire,New Hampshire,NH,4 Year,11580,18499,30079,33879,45459,15117,2,54300,100300,0.5,0.23,3,3,4,1,33,1,23,0,0,0,0,0,0,0,0,0.866568915,1214,0,13977,14099,12467,11187,0.738,0.1978,0.7715,20.02950573,0.174486235,89334,0.1206000042,0.935,77484.55,4.1300001139999996,0.0250999999,0.547529271680889,0.002116822120791162,0.021168221207911623,0.011113316134153601,0.029503208308526825,1.3230138254944764e-4,0.7877224316994113,0.014222398624065621,0.09757226963021763,551,1183
University of New Hampshire at Manchester,New Hampshire,NH,4 Year,10480,15265,15265,30635,30635,850,4,51900,90900,0.5,0.32,3,3,3,1,33,1,12,0,0,0,0,0,0,0,0,0.866568915,1214,0,11986,11610,11472,9853,0.3583,0.3713,0.5882,20.02950573,0.174486235,89334,0.1206000042,0.935,77484.55,4.1300001139999996,0.0250999999,0.5235294117647059,0.001176470588235294,0.023529411764705882,0.015294117647058824,0.036470588235294116,0,0.7011764705882353,0.02,0.2,2,82
University of New Haven,Connecticut,CT,4 Year,15900,39270,55170,39270,55170,6811,11,52100,94800,0.52,0.25,3,3,4,2,9,1,21,0,0,0,0,0,0,0,0,0.941296729,1200,0,27615,19270,10728,10779,0.3447,0.2829,0.6539,20.31018321,0.285648785,75313,0.1167000008,0.88040000919999994,77310.15,5.480000019,0.03109999895,0.4899427396858024,0.0032300690060196743,0.024812802818969314,0.08838643371017471,0.08486272206724417,0.0017618558214652768,0.5460284833357804,0.013507561297900456,0.0772280135075613,1091,1475
University of New Mexico,New Mexico,NM,4 Year,9864,5445,15309,26845,36709,27844,3,48400,94000,0.59,0.19,3,3,4,1,35,6,11,0,0,0,0,1,0,0,0,0.972677596,1135,0,14302,6811,13263,9683,0.7283,0.3792,0.5374,23.68527114,0.410344389,27972,0.09779999733,0.9251000214,49538.77,15.77000046,0.04989999771,0.5521835943111622,0.05103433414739261,0.03275391466743284,0.02449360724033903,0.40611981037207295,0.0016161471053009625,0.38651055882775465,0.03067088062060049,0.020507111047263323,1289,15222
University of New Orleans,Louisiana,LA,4 Year,10575,9054,19629,13890,24465,9234,7,49900,91600,0.55,0.23,3,3,4,1,22,5,11,0,0,0,0,0,0,0,0,0.805787325,1089,0,10367,8803,6295,8320,0.6443,0.3888,0.4015,22.31593515,0.406360424,29218,0.07929999827999999,0.9352999878,51940.24,14,0.04050000191,0.5142949967511371,0.0035737491877842753,0.07104180203595409,0.14890621615767816,0.09096816114359974,3.248862897985705e-4,0.559779077322937,0.03129737925059563,0.02761533463287849,614,3196
University of North Carolina at Chapel Hill,North Carolina,NC,4 Year,11190,8987,20177,35170,46360,29135,5,55000,100800,0.49,0.19,3,3,4,1,37,5,13,0,0,0,0,0,0,0,0,0.203985886,1214,0,6050,14228,27674,12654,0.7489,0.2259,0.9061,20.31968268,0.199371352,58193,0.1201000023,0.9155999756,66893.88,7.010000229,0.02970000029,0.5656770207654024,0.004564956238201476,0.08271837995538013,0.07908014415651278,0.06504204564956238,0.0024026085464218293,0.6366569418225502,0.04551227046507637,0.029037240432469538,1602,8138
University of North Carolina at Charlotte,North Carolina,NC,4 Year,11100,7044,18144,20478,31578,27238,8,52500,92600,0.49,0.25,3,3,4,1,37,5,11,0,0,0,0,0,0,0,0,0.794461357,1184,0,12018,7937,9155,9839,0.7066,0.3489,0.6542,22.01814396,0.284007255,44089,0.08109999657,0.9237999725,65762.02,6.769999981,0.03130000114,0.4947866950583743,0.0029737866216315444,0.04930611645495264,0.16190616051105075,0.07342683016374184,0.0011014024524561275,0.5911594096482855,0.031426683310081506,0.02654379910419267,1693,8720
University of North Carolina at Wilmington,North Carolina,NC,4 Year,10686,7000,17686,21065,31751,14570,19,46400,80500,0.47,0.14,3,3,4,1,37,5,12,0,0,0,0,0,0,0,0,0.679837893,1259,0,13723,6525,8761,8630,0.7152,0.258,0.7266,22.81977732,0.258978452,52650,0.08739999771000001,0.9387000274999999,62176.12,7.730000019,0.03119999886,0.6211393273850377,0.004735758407687028,0.02004118050789293,0.054770075497597805,0.06293754289636239,0.0012354152367879203,0.7934111187371311,0.02903225806451613,0.02731640356897735,95,2517
University of North Carolina School of the Arts,North Carolina,NC,4 Year,9021,9358,18379,25501,34522,958,16,46400,82400,0.44,0,3,3,4,1,37,5,12,0,0,0,0,0,0,0,0,0.297501893,1236,0,5421,15018,22094,7533,0.7525,0.2565,0.7105,20.41274238,0.29691453821362584,67704,0.1123999977,0.9059999847,68862.71,6.519999981,0.03029999971,0.4822546972860125,0.005219206680584551,0.012526096033402923,0.07515657620041753,0.0709812108559499,0.0020876826722338203,0.7296450939457203,0.04592901878914405,0.032359081419624215,25,203
University of North Dakota,North Dakota,ND,4 Year,8974,8695,17669,20759,29733,14906,2,53800,96000,0.54,0.16,3,3,4,1,38,4,13,0,0,0,0,0,0,0,0,0.890305267,1154,0,12103,15459,17790,9136,0.9029,0.1731,0.6144,22.03012837,0.191217343,78651,0.06880000114,0.9615000153,56722.24,7.340000153,0.03130000114,0.47376895209982556,0.01697303099423051,0.013887025358915873,0.02307795518583121,0.02817657319200322,0.0010063061854286865,0.7894807460083187,0.027103179927545955,0.03347645243526097,996,1643
University of North Florida,Florida,FL,4 Year,9976,6394,16370,20112,30088,15984,19,48800,86600,0.51,0.11,3,3,4,1,12,5,11,0,0,0,0,0,0,0,0,0.774868783,1113,0,4211,5103,6289,8235,0.9603,0.292,0.6659,22.83909864,0.31708351,37074,0.08239999771,0.9023999786,62628.24,7.1199998860000004,0.029100000860000003,0.5616241241241241,0.0012512512512512512,0.04216716716716717,0.09715965965965966,0.09265515515515516,7.507507507507507e-4,0.6901276276276276,0.048736236236236234,0.004004004004004004,370,4519
University of North Georgia,Georgia,GA,4 Year,7876,7336,15212,21148,29024,16064,9,47300,85600,0.51,0.08,3,3,4,1,13,5,32,0,0,0,0,0,0,0,0,0.811560694,1139,0,8460,4773,4995,7003,0.7481,0.2794,0.3759,21.56897012,0.340413066,44262.5,0.07650000095000001,0.9251999664,68510.22,6.78000021,0.02339999914,0.5554656374501992,0.0021787848605577687,0.027203685258964144,0.042579681274900395,0.08933017928286853,0.0010582669322709163,0.7843002988047809,0.02595866533864542,0.013197211155378486,228,3025
University of Northern Colorado,Colorado,CO,4 Year,11204,9786,20990,21474,32678,12050,12,47700,87100,0.52,0.07,3,3,4,1,8,7,12,0,0,0,0,0,0,0,0,0.911347518,1104,0,12744,9464,8948,7865,0.5636,0.2615,0.5183,21.62580338,0.35173132,51738,0.10739999770000001,0.9159999847,72445.43,5.5,0.027799999710000002,0.6562655601659751,0.0031535269709543567,0.015601659751037344,0.036265560165975104,0.14705394190871368,0.0018257261410788382,0.596597510373444,0.031286307053941906,0.1375103734439834,370,2834
University of Northern Iowa,Iowa,IA,4 Year,8948,8938,17886,19480,28428,11928,15,47100,85300,0.46,0.08,3,3,4,1,19,4,13,0,0,0,0,0,0,0,0,0.857921207,1147,0,11091,5993,10254,8407,0.788,0.2597,0.6632,20.98353432,0.224896669,70582.5,0.06590000153,0.9680000305,56117.97,5.809999943,0.02710000038,0.5822434607645876,0.0020959087860496313,0.009054325955734407,0.028420523138832997,0.03160630449362844,5.868544600938967e-4,0.835596914822267,0.017605633802816902,0.02255197853789403,626,1066
University of Notre Dame,Indiana,IN,4 Year,15410,53391,68801,53391,68801,12179,2,67000,130500,0.45,0.28,3,3,4,2,18,3,21,0,0,0,0,0,0,0,0,0.150664072,1490,0,9984,26396,29167,14912,0.8843,0.1016,0.9621,19.5092207,0.1023766,112232,0.1314000034,0.8968000031,76710.92,5.760000229,0.02920000076,0.45545611298136135,0.0017242794974956894,0.04704819771738238,0.03087281385992282,0.0935216356022662,4.1054273749897363e-4,0.6397076935709007,0.03662041218490845,0.05230314475736924,1191,2560
University of Pennsylvania,Pennsylvania,PA,4 Year,15616,55584,71200,55584,71200,24806,3,72800,133900,0.41,0.21,3,3,4,2,42,2,11,0,0,0,0,0,0,0,0,0.058652276,1523,0,-5704,43025,61594,19151,0.7818,0.138,0.9588,22.55322647,0.187635106,39832,0.1593000031,0.8479000092,78252,7.010000229,0.034000000950000005,0.5267677174877046,8.465693783761993e-4,0.14984277997258727,0.05978392324437636,0.07252277674756108,3.225026203337902e-4,0.45343868418930905,0.03132306699991937,0.04813351608481819,4559,7805
University of Portland,Oregon,OR,4 Year,13450,45904,59354,45904,59354,4143,3,58500,104900,0.52,0.28,3,3,4,2,41,8,11,0,0,0,0,0,0,0,0,0.811856526,1287,0,26796,23803,14188,9297,0.5308,0.1497,0.8253,20.02604167,0.179279279,90442.5,0.1017000008,0.8862000274999999,67900.72,6.579999924,0.03630000114,0.5908761766835626,0.0016895969104513638,0.09751387883176442,0.009896210475500844,0.09847936278059377,0.015206372194062274,0.6261163408158339,0.08134202268887279,0.02606806661839247,181,1260
University of Puget Sound,Washington,WA,4 Year,12540,49776,62316,49776,62316,2826,8,54200,101300,0.45,0.21,3,3,4,2,53,8,12,0,0,0,0,0,0,0,0,0.882985075,1293,0,10695,24622,18742,10904,0.7711,0.1786,0.7566,20.36061381,0.123178808,90104.5,0.12989999770000002,0.8845999908000001,72356.02,6.150000095,0.03420000076,0.5898796886058033,0.0014154281670205238,0.06687898089171974,0.010261854210898797,0.06758669497523001,3.5385704175513094e-4,0.7473460721868365,0.08775654635527247,0.014508138711960368,11,662
University of Rhode Island,Rhode Island,RI,4 Year,12950,14138,27088,30862,43812,16571,5,54500,99700,0.5,0.18,3,3,4,1,44,1,21,0,0,0,0,0,0,0,0,0.76462856,1200,0,13063,15433,9319,9967,0.6893,0.2244,0.7034,20.77094195,0.263285475,80297.5,0.11680000310000001,0.8809999847000001,72503.8,6.909999847,0.03170000076,0.5477641663146461,0.0026552410838211332,0.03222497133546557,0.048458149779735685,0.0777261480900368,3.620783296119727e-4,0.6877074407096735,0.023776476977852876,0.09341620903988897,558,3069
University of Rochester,New York,NY,4 Year,15938,53926,69864,53926,69864,11060,16,61100,112700,0.5,0.32,3,3,4,2,36,2,12,0,0,0,0,0,0,0,0,0.405464872,1455,0,16961,25532,29741,12969,0.9377,0.1673,0.8584,20.78617083,0.186765615,62874,0.1475,0.8823000336,76108.65,6.260000229,0.032300000190000004,0.5086799276672694,0.002531645569620253,0.08273056057866185,0.04439421338155515,0.048191681735985537,4.520795660036166e-4,0.4805605786618445,0.021790235081374322,0.0833634719710669,2610,2213
University of Saint Joseph,Connecticut,CT,4 Year,11428,39173,50601,39173,50601,2565,14,49900,88800,0.63,0.09,3,3,4,2,9,1,21,0,0,0,0,0,0,0,0,0.782511211,1109,0,21832,22873,13104,8783,0.9493,0.3831,0.5639,23.0750469,0.42217484,44704,0.1165999985,0.8608999634,74607,6.5,0.0349000001,0.890448343079922,7.797270955165692e-4,0.045224171539961014,0.09824561403508772,0.08693957115009747,0.0011695906432748538,0.552046783625731,0.012475633528265107,0.19337231968810917,25,628
University of San Francisco,California,CA,4 Year,14830,48066,62896,48066,62896,10689,23,60600,109900,0.52,0.06,3,3,4,2,6,8,11,0,0,0,1,0,0,0,0,0.709234758,1305,0,30434,29262,16235,13123,0.4132,0.2871,0.7338,20.96825397,0.280120482,57928,0.1297000027,0.7519999695,82472.56,6.559999943,0.03220000029,0.6290579100009356,0.002432407147534849,0.17597530171204043,0.04340911217139115,0.17953035831228364,0.006455234353073253,0.326690990738142,0.05940686687248573,0.0455608569557489,1716,4994
University of Scranton,Pennsylvania,PA,4 Year,15182,44532,59714,44532,59714,5589,23,56400,99700,0.42,0.12,3,3,4,2,42,2,13,0,0,0,0,0,0,0,0,0.802875645,1200,0,23720,21897,13447,10328,0.6816,0.1927,0.8029,19.69966777,0.203472222,99655,0.11060000419999999,0.9029000092,73943.5,5.519999981,0.02819999933,0.5711218464841653,0.0010735373054213634,0.026659509751297192,0.027733047056718554,0.06942207908391483,3.578457684737878e-4,0.79262837716944,0.020933977455716585,0.037752728573984616,131,817
University of South Alabama,Alabama,AL,4 Year,7620,9870,17490,19740,27360,15805,9,47700,86400,0.56,0.17,3,3,4,1,1,5,12,0,0,0,0,0,0,0,0,0.707793856,1132,0,11902,9225,10104,7494,0.5766,0.3672,0.4617,21.94726688,0.334257975,36199,0.0728000021,0.965,51919.71,12.5,0.03900000095,0.6137298323315407,0.006327111673521037,0.03410313192027839,0.20784561847516608,0.02543498892755457,0.0020879468522619423,0.6391648212590952,0.020563112938943372,0.022271433090794053,667,4684
University of South Dakota,South Dakota,SD,4 Year,8216,9061,17277,12425,20641,10061,4,47500,87900,0.56,0.08,3,3,4,1,46,4,32,0,0,0,0,0,0,0,0,0.87008427,1122,0,15515,8289,10574,8332,0.6614,0.2034,0.6004,21.65285326,0.242545455,64843.5,0.06960000038,0.9691999817,53799.09,7.320000172,0.025599999430000003,0.6113706391014809,0.01669814133783918,0.01500844846436736,0.0225623695457708,0.023059338037968394,0.005069078620415466,0.8591591293112016,0.023059338037968394,0.011927243812742272,236,1061
University of South Florida,Florida,FL,4 Year,11610,6410,18020,17324,28934,41938,10,49700,91300,0.49,0.25,3,3,4,1,12,5,11,0,0,0,0,0,0,0,0,0.493783762,1245,0,5127,5863,10045,10538,0.7266,0.3196,0.7415,22.94578354,0.357541899,32495,0.0818999958,0.8613999939,58397.57,7.980000019,0.03200000048,0.5575373169917497,0.002074490915160475,0.06347465305927798,0.10248462015356001,0.17673708808240737,0.0025513853784157564,0.5247269779197864,0.031069674281081597,0.01957651771662931,3242,15869
University of Southern California,California,CA,4 Year,15395,56225,71620,56225,71620,42453,11,64500,120600,0.47,0.23,3,3,4,2,6,8,11,0,0,0,0,0,0,0,0,0.125072152,1484,0,12572,37787,58475,15683,0.5866,0.2112,0.9188,20.6335175,0.24717833,45149,0.12739999770000002,0.7355000305,76787.41,8.75,0.03670000076,0.5208583610110004,0.001719548677360846,0.18128283042423385,0.052717122464843474,0.12451416860999223,0.002449767978705863,0.3279391326879137,0.032506536640520105,0.0481709184274374,9709,16777
University of Southern Maine,Maine,ME,4 Year,9450,9520,18970,22780,32230,8428,9,46900,81300,0.55,0.08,3,3,4,1,23,1,13,0,0,0,0,0,0,0,0,0.869927738,1112,0,6233,8278,9091,9358,0.3607,0.2986,0.3529,23.60745297,0.328369906,35814.5,0.08970000267,0.9541999817,58065.5,7.03000021,0.02819999933,0.5934978642619838,0.009017560512577124,0.01945894636924537,0.026578073089700997,0.01744186046511628,8.305647840531562e-4,0.7579496915045087,0.02005220692928334,0.140484100616991,69,787
University of Southern Mississippi,Mississippi,MS,4 Year,9857,8734,18591,10734,20591,14792,4,45100,83900,0.56,0.11,3,3,4,1,28,5,13,0,0,0,0,0,0,0,0,0.957912819,1135,0,12416,7178,6691,8088,0.9902,0.4573,0.5074,23.32993609,0.32596892,27959,0.0671999979,0.9723000336,46990.98,14.43999958,0.0399000001,0.6316928069226609,0.003244997295835587,0.011627906976744186,0.2726473769605192,0.030895078420767982,9.464575446187128e-4,0.6292590589507842,0.021362898864250947,0.004664683612763656,375,5040
University of Tampa,Florida,FL,4 Year,10810,29208,40018,29208,40018,7683,9,49200,91500,0.48,0.08,3,3,4,2,12,5,11,0,0,0,0,0,0,0,0,0.535497204,1184,0,30367,20292,7338,9381,1,0.1875,0.613,20.27996255,0.25237627,75458,0.11,0.8844999695,71934.52,6.199999809,0.02970000029,0.5595470519328387,0.002212677339580893,0.016530001301574906,0.0525836261876871,0.11896394637511389,7.809449433814916e-4,0.5772484706494859,0.02486008069764415,0.08668488871534556,923,1659
University of Texas at Arlington,Texas,TX,4 Year,10302,10250,20552,25134,35436,39740,16,55400,99500,0.55,0.22,3,3,4,1,48,6,11,0,0,0,1,1,0,0,0,0.927022842,1115,0,13537,8548,5977,10328,0.6031,0.3562,0.5177,27.55123584,0.43769156,36453.5,0.07840000153,0.8676999664,66876.51,8.239999771,0.03279999971,0.5972068444891797,0.002692501258178158,0.09320583794665324,0.14096628082536486,0.20598892803220936,0.0026673376950176143,0.4064670357322597,0.028787116255661802,0.008027176648213386,4419,18849
University of Texas at Austin,Texas,TX,4 Year,10804,10606,21410,37480,48284,51313,4,60700,112800,0.49,0.28,3,3,4,1,48,6,11,0,0,0,1,1,0,0,0,0.287452518,1371,0,12254,11181,18798,14166,0.8377,0.2381,0.8766,20.17257225,0.27517590199999997,53018,0.1090999985,0.8490000153,72284.1,9.010000229,0.032599999899999996,0.507941457330501,0.0018708709293941107,0.1622201001695477,0.03821643638064428,0.19168631730750493,0.001149806092023464,0.4690429325901818,0.030713464424219985,0.01032876658936332,4863,21852
University of Texas at San Antonio,Texas,TX,4 Year,11578,9900,21478,24262,35840,28628,15,59400,100200,0.85,0.04,3,3,4,1,48,6,11,0,0,0,0,1,0,0,0,0.904998619,1119,0,7509,8581,5076,9858,0.7763,0.4417,0.4862,21.65456566,0.388502455,36359.5,0.09329999923999999,0.8654000091999999,63798.29,10.67000008,0.03380000114,0.49221042336174375,0.0020609193796283357,0.05187229286013693,0.08631409808579013,0.4837571608215733,0.0019211960318569234,0.27560430347911136,0.02902752549951097,0.01086349028922733,1677,18750
University of the Cumberlands,Kentucky,KY,4 Year,9000,23000,32000,23000,32000,5736,17,39800,73800,0.63,0.08,3,3,4,2,21,5,33,0,0,0,0,0,0,0,0,0.850252641,1070,0,12421,10105,2298,5702,0.255,0.472,0.4419,24.53899083,0.397660819,38747,0.06050000191,0.9716000366,44968.88,15.399999619999999,0.03430000067,0.6392956764295676,0.0031380753138075313,0.005230125523012552,0.05404463040446304,0.016562064156206417,3.486750348675035e-4,0.7824267782426778,0.003312412831241283,0.11541143654114365,112,474
University of the Ozarks,Arkansas,AR,4 Year,7400,24230,31630,24230,31630,587,14,42300,74500,0.58,0.16,3,3,3,2,5,5,33,0,0,0,0,0,0,0,0,0.553701773,1061,0,11128,11974,9289,6875,0.7969,0.3541,0.4816,20.13483146,0.346875,40931.5,0.05840000153,0.9431999969,51329.59,10.18999958,0.03480000019,0.5212947189097104,0.0068143100511073255,0.0017035775127768314,0.056218057921635436,0.1465076660988075,0,0.6746166950596252,0.03747870528109029,0.015332197614991482,36,146
University of Toledo,Ohio,OH,4 Year,11434,9795,21229,19133,30567,20626,18,51800,92500,0.52,0.21,3,3,4,1,39,3,11,0,0,0,0,0,0,0,0,0.965227939,1192,0,13096,11516,14454,9836,0.6963,0.2696,0.5392,21.43886628,0.33446273,48412,0.07360000134,0.9608999634,60626.38,7.769999981,0.0324000001,0.4991273150392708,0.0017453699214583535,0.028798603704062835,0.11902453214389605,0.040531368176088434,7.27237467274314e-4,0.6689615048967322,0.02327159895277805,0.03510132842044022,1688,4416
University of Tulsa,Oklahoma,OK,4 Year,11116,41509,52625,41509,52625,4682,1,58700,107200,0.51,0.36,3,3,4,2,40,6,11,0,0,0,0,0,0,0,0,0.752433703,1231,0,22837,18001,15297,11072,0.7741,0.2076,0.7296,20.91634492,0.228494624,56709,0.09489999771,0.9331999969,62928.78,7.329999924,0.029100000860000003,0.4250320375907732,0.05126014523707817,0.027338744126441692,0.039085860743272104,0.04036736437419906,8.543357539513029e-4,0.5352413498504912,0.014523707817172148,0.029688167449807776,1225,812
University of Utah,Utah,UT,4 Year,10262,9222,19484,29215,39477,31515,2,54800,102600,0.57,0.22,3,3,4,1,49,7,12,0,0,0,0,0,0,0,0,0.949677631,1257,0,10407,12602,16497,11146,0.9796,0.223,0.6716,23.50058207,0.294409168,38625,0.10520000460000001,0.9070999908,69474.52,6.059999943,0.03170000076,0.44512137077582103,0.003998096144693004,0.05045216563541171,0.0127240996350944,0.08624464540694907,0.005425987624940505,0.6821513564969063,0.03138188164366175,0.03864826273203237,2804,5995
University of Vermont,Vermont,VT,4 Year,12462,18276,30738,42516,54978,12856,2,53200,99400,0.5,0.22,3,3,4,1,50,1,13,0,0,0,0,0,0,0,0,0.635118745,1351,0,12114,25444,13248,10380,0.7479,0.1472,0.7653,20.07428736,0.115112161,92817,0.1485000038,0.9168000031,74257.05,5.409999847,0.02789999962,0.5556938394523958,0.002489110143123833,0.030180460485376478,0.012912258867454885,0.04145924082140635,3.1113876789047915e-4,0.8034380833851898,0.02574673304293715,0.04044803982576229,553,1454
University of Virginia,Virginia,VA,4 Year,11590,17564,29154,48465,60055,23732,3,64500,117500,0.46,0.23,3,3,4,1,51,5,23,0,0,0,0,0,0,0,0,0.207437827,1457,0,8517,23742,19459,15513,0.9574,0.1419,0.9386,20.34448052,0.158002039,75580,0.1506000042,0.8854000092,79524.13,5.639999866,0.02529999971,0.540409573571549,0.001559076352604079,0.10079217933591775,0.05515759312320917,0.05233440080903422,4.6350918590932073e-4,0.615666610483735,0.03716500927018372,0.05203944041800101,2013,5873
