"","name","state","state_code.x","type","degree_length","room_and_board","in_state_tuition","in_state_total","out_of_state_tuition","out_of_state_total","total_enrollment","rank","early_career_pay","mid_career_pay","make_world_better_percent","stem_percent","matched","degree_type","cash_monitoring","pred_degree_type","highest_degree","type_school","ST_FIPS","REGION","LOCALE","hbcu","pbi","annhi","tribal","AANAPII","his","nanti","men_only","women_only","admission_rate","sat_avg","distance_only","netprice_lowincome","tuit_fte","inexp_fte","avg_fac_salary","pct_ft_fac","pct_pell","C150_POOLED","age_entry","first_gen","med_fam_inc","pct_grad_degree","pct_domestic","median_hh_income","poverty_rate","unemployment_rate","Women","American Indian / Alaska Native","Asian","Black","Hispanic","Native Hawaiian / Pacific Islander","White","Two Or More Races","Unknown","Non-Resident Foreign","Total Minority"
"420","New Jersey City University","New Jersey","NJ","Public","4 Year",12738,12051,24789,21573,34311,8136,24,48700,87600,55,9,"New Jersey City University","3",0,3,4,1,34,"2","11","0","0","0","0","0","1","0","0","0",0.906552095,1015,"0","12780","8517","9432","11468","1","0.5761","0.3756",24.42670576,0.530394122,23397,7.829999924,0.530394122,"58259.31","12.72000027","5.300000191",5158,19,660,1624,2623,0,2318,98,651,143,5024
"421","New Jersey Institute of Technology","New Jersey","NJ","Public","4 Year",13600,17338,30938,32750,46350,10646,3,64600,121300,51,75,"New Jersey Institute of Technology","3",0,3,4,1,34,"2","11","0","0","0","0","1","0","0","0","0",0.691397478,1314,"0","11267","13704","14167","12837","0.5678","0.3682","0.7189",22.10781303,0.344036697,38563,10.22000027,0.344036697,"75892.84","7.800000191","4.019999981",2665,6,1901,899,1749,3,2934,267,1084,1803,4825
"422","New Mexico Highlands University","New Mexico","NM","Public","4 Year",7872,6150,14022,10302,18174,3546,6,40400,73800,63,4,"New Mexico Highlands University","3",0,3,4,1,35,"6","33","0","0","0","0","0","1","0","0","0",NA,NA,"0","11724","7064","10714","6302","0.958","0.5682","0.2758",27.06672158,0.453531599,24029,8.06000042,0.453531599,"44721.61","17.18000031","4.860000134",2268,233,29,163,1891,18,843,43,127,199,2377
"423","New Mexico Institute of Mining and Technology","New Mexico","NM","Public","4 Year",8510,7770,16280,22268,30778,2127,1,64700,120400,61,91,"New Mexico Institute of Mining and Technology","3",0,3,4,1,35,"6","33","0","0","0","0","0","1","0","0","0",0.967196819,1233,"0","7434","6489","11883","9083","0.7861","0.3303","0.5472",21.17362637,0.262910798,39182,10.02000046,0.262910798,"52104.89","13.43999958","4.050000191",684,54,67,46,522,2,1191,71,23,151,762
"424","New Mexico State University","New Mexico","NM","Public","4 Year",9252,7368,16620,23508,32760,NA,2,50400,96700,60,22,"New Mexico State University-Main Campus","3",0,3,4,1,35,"6","22","0","0","0","0","0","1","0","0","0",0.572556841,1040,"0","8342","5174","9222","9104","0.7125","0.4422","0.5073",23.13894737,0.4362587,23951,7.739999771,0.4362587,"43867.23","17.79999924","4.860000134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","New Orleans Baptist Theological Seminary","Louisiana","LA","Private","4 Year",2625,7775,10400,7775,10400,NA,23,33900,61500,NA,0,"New Orleans Baptist Theological Seminary","1",0,3,4,2,22,"5","11","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,"8051","10150","5917","1","0","0.4568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","New York University","New York","NY","Private","4 Year",18156,51828,69984,51828,69984,49274,13,63100,117700,42,18,"New York University","3",0,3,4,2,36,"2","11","0","0","0","0","0","0","0","0","0",0.129610436,1507,"0","23852","40112","33470","16088","0.9946","0.1838","0.8732",20.59637046,0.214884345,51965.5,15.44999981,0.214884345,"82106.43","7.400000095","3.289999962",27153,94,7314,2374,4267,45,17326,1248,5111,11495,15342
"427","Newberry College","South Carolina","SC","Private","4 Year",10666,26424,37090,26424,37090,1093,19,41200,74700,54,14,"Newberry College","3",0,3,3,2,45,"5","32","0","0","0","0","0","0","0","0","0",0.574074074,1027,"0","15442","11842","7224","6696","1","0.4697","0.5278",20.33594977,0.313131313,43889,7.409999847,0.313131313,"57421.47","9.640000343","3.410000086",518,4,7,283,48,1,651,32,26,41,375
"428","Newman University","Kansas","KS","Private","4 Year",8326,30724,39050,30724,39050,3687,6,48000,88500,66,11,"Newman University","3",0,3,4,2,20,"4","11","0","0","0","0","0","0","0","0","0",0.716546763,1085,"0","15229","10536","5523","6302","0.9195","0.2156","0.5493",24.78198198,0.394,42909,7.610000134,0.394,"62008.99","6.949999809","3.039999962",2406,45,180,140,362,7,2739,93,37,84,827
"429","Nicholls State University","Louisiana","LA","Public","4 Year",9938,7982,17920,9075,19013,6292,14,44500,84300,53,5,"Nicholls State University","3",0,3,4,1,22,"5","13","0","0","0","0","0","0","0","0","0",0.971850485,1135,"0","11257","6255","5769","6558","1","0.3627","0.4788",21.64323662,0.458371041,36747,4.639999866,0.458371041,"49304.74","15.11999989","3.940000057",3971,117,70,1242,197,4,4222,176,120,144,1806
"430","North Carolina Agricultural and Technical State University","North Carolina","NC","Public","4 Year",7624,6612,14236,19822,27446,NA,7,52600,93400,61,25,"North Carolina A & T State University","3",0,3,4,1,37,"5","11","1","0","0","0","0","0","0","0","0",0.573485693,1038,"0","7938","5639","7339","8573","0.5901","0.5312","0.5259",21.35344314,0.280862182,32000,7.539999962,0.280862182,"56398.61","10.72999954","4.119999886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","North Carolina State University","North Carolina","NC","Public","4 Year",11078,9101,20179,28444,39522,33989,4,57300,106500,52,47,"North Carolina State University at Raleigh","3",0,3,4,1,37,"5","11","0","0","0","0","0","0","0","0","0",0.47484696,1361,"0","6974","10371","15880","11053","0.8764","0.1919","0.8413",20.85406112,0.192916738,64900,9.579999924,0.192916738,"64180.75","7.360000134","3.049999952",15044,128,1679,2212,1392,27,22910,961,957,3723,6399
"432","North Carolina Wesleyan College","North Carolina","NC","Private","4 Year",10800,31000,41800,31000,41800,1872,21,45300,78800,62,8,"North Carolina Wesleyan University","3",0,3,4,2,37,"5","13","0","1","0","0","0","0","0","0","0",0.28018018,984,"0","17925","10778","5444","6144","0.3186","0.5128","0.3582",28.49009247,0.467706013,24995,7.170000076,0.467706013,"57249.1","10.15999985","3.539999962",1089,18,11,895,38,0,563,32,239,76,994
"433","North Central College","Illinois","IL","Private","4 Year",11019,38880,49899,38880,49899,3043,19,50400,92900,45,9,"North Central College","3",0,3,4,2,17,"3","12","0","0","0","0","0","0","0","0","0",0.684025489,1156,"0","20268","16961","10017","8591","0.5357","0.2525","0.6545",20.47348485,0.265966047,77267,11.39000034,0.265966047,"86906.76","3.579999924","2.680000067",1676,3,66,118,276,2,2226,79,217,56,544
"434","North Dakota State University","North Dakota","ND","Public","4 Year",8565,9294,17859,13273,21838,14747,1,54200,98600,56,27,"North Dakota State University-Main Campus","3",0,3,4,1,38,"4","12","0","0","0","0","0","0","0","0","0",0.954562201,1151,"0","12762","10452","10490","9434","0.9762","0.1883","0.6362",20.68896034,0.172780797,80195,5.929999828,0.172780797,"55831.54","6.590000153","2.859999895",6786,109,220,361,245,12,11878,260,603,1059,1207
"435","Northeastern State University","Oklahoma","OK","Public","4 Year",7638,6650,14288,14720,22358,8310,16,44500,77600,58,7,"Northeastern State University","3",0,3,4,1,40,"6","33","0","0","0","0","0","0","1","0","0",0.994572592,1048,"0","7830","6496","9652","7248","0.7245","0.4399","0.3709",24.97913517,0.418079096,30816,6.21999979,0.418079096,"45641.51","12.48999977","3.569999933",5176,1754,167,360,338,9,4235,1138,187,122,3766
"436","Northeastern University","Massachusetts","MA","Private","4 Year",16880,51387,68267,51387,68267,19798,16,62500,109700,46,40,"Northeastern University","3",0,3,4,2,25,"1","11","0","0","0","0","0","0","0","0","0",0.183788741,1500,"0","12947","41791","17088","13642","0.6977","0.1116","0.9019",21.60087719,0.185158151,80224.5,14.60000038,0.185158151,"80190.89","5.690000057","2.859999895",9764,10,1753,624,1103,7,8828,597,1413,5463,4094
"437","Northern Arizona University","Arizona","AZ","Public","4 Year",10282,11564,21846,25828,36110,27705,4,49600,90000,56,12,"Northern Arizona University","3",0,3,4,1,4,"6","13","0","0","0","0","0","1","0","0","0",0.783541706,NA,"0","11154","7464","6139","8903","0.6536","0.3174","0.5797",24.12509743,0.386862576,41212,9.43999958,0.386862576,"59985.62","10.52999973","3.930000067",16316,838,468,888,5368,62,17280,1337,218,1246,8961
"438","Northern Illinois University","Illinois","IL","Public","4 Year",10880,12262,23142,12262,23142,20611,14,53000,95500,47,20,"Northern Illinois University","3",0,3,4,1,17,"3","23","0","0","0","0","0","0","0","0","0",0.704450934,NA,"0","11732","7641","16652","9555","0.727","0.4284","0.4926",21.94107966,0.383296864,39109,9.430000305,0.383296864,"75712.57","5.800000191","3.529999971",10442,30,984,2825,2531,22,12318,569,242,1090,6961
"439","Northern Kentucky University","Kentucky","KY","Public","4 Year",10022,10032,20054,19680,29702,15090,6,49000,87400,46,12,"Northern Kentucky University","3",0,3,4,1,21,"5","21","0","0","0","0","0","0","0","0","0",0.802923007,1146,"0","1756","10010","8548","8016","0.9748","0.2558","0.4723",22.24568966,0.381318681,48195,7.480000019,0.381318681,"63568.77","6.909999847","2.650000095",8452,55,166,996,379,17,12551,252,205,469,1865
"440","Northern State University","South Dakota","SD","Public","4 Year",8029,8498,16527,11471,19500,3531,7,42300,77700,56,7,"Northern State University","3",0,3,4,1,46,"4","33","0","0","0","0","0","0","0","0","0",0.798209927,1086,"0","13860","5375","9854","7502","0.9688","0.1354","0.4627",21.59466667,0.306916427,52170,5.190000057,0.306916427,"48289.97","9.069999695","2.589999914",2147,55,31,49,79,6,3031,52,46,182,272
"441","Northwest Christian University","Oregon","OR","Private","4 Year",9300,30050,39350,30050,39350,705,17,45200,81100,62,5,"Bushnell University","3",0,3,4,2,41,"8","12","0","0","0","0","0","0","0","0","0",0.679824561,1056,"0","17059","10241","5003","5754","1","0.3643","0.559",27.91525424,0.347692308,45289.5,7.449999809,0.347692308,"52696.79","8.909999847","4.340000153",453,18,15,16,57,3,561,24,11,0,133
"442","Northwest Missouri State University","Missouri","MO","Public","4 Year",10016,9805,19821,16457,26473,6720,13,46900,85100,50,26,"Northwest Missouri State University","3",0,3,4,1,29,"4","33","0","0","0","0","0","0","0","0","0",0.855803381,1104,"0","10368","7246","7489","7520","0.7716","0.2997","0.5322",20.25807738,0.308085106,56470,6.659999847,0.308085106,"55791.06","6.960000038","2.769999981",3595,20,39,374,182,8,4981,167,241,708,790
"443","Northwest Nazarene University","Idaho","ID","Private","4 Year",7400,29300,36700,29300,36700,2249,6,46200,80600,68,7,"Northwest Nazarene University","3",0,3,4,2,16,"7","22","0","0","0","0","0","0","0","0","0",0.881463243,1112,"0","19876","10115","5741","6600","0.9828","0.3141","0.6243",24.60400616,0.338842975,51227,6.809999943,0.338842975,"59470.41","7.389999866","3.859999895",1313,14,27,37,175,9,1754,44,136,53,306
"444","Northwest University","Washington","WA","Private","4 Year",8630,31540,40170,31540,40170,NA,16,50900,89000,51,3,"Northwest University","3",0,3,4,2,53,"8","21","0","0","0","0","0","0","0","0","0",0.959830867,1164,"0","19272","19300","12322","7030","0.2804","0.2995","0.5792",25.21822034,0.363636364,46713.5,9.140000343,0.363636364,"71872.75","5.949999809","3.519999981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Northwestern College","Iowa","IA","Private","4 Year",9200,31100,40300,31100,40300,NA,18,44800,82400,42,11,"Northwestern College","3",0,3,4,2,19,"4","32","0","0","0","0","0","0","0","0","0",0.830204778,1163,"0","19394","12099","8376","7133","1","0.2507","0.6956",20.49894292,0.134782609,81300,6.340000153,0.134782609,"58600.59","5.320000172","2.190000057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Northwestern Oklahoma State University","Oklahoma","OK","Public","4 Year",4780,7036,11816,14153,18933,2166,18,42200,76800,55,11,"Northwestern Oklahoma State University","3",0,3,4,1,40,"6","33","0","0","0","0","0","0","0","0","0",0.593023256,1028,"0","7865","6078","7778","6609","0.6224","0.414","0.28",23.6521265,0.430952381,39030,5.78000021,0.430952381,"45171.33","10.5","3.00999999",1266,137,15,136,150,10,1408,11,167,132,459
"447","Northwestern State University","Louisiana","LA","Public","4 Year",8884,8580,17464,19368,28252,9002,20,44300,79300,62,6,"Northwestern State University of Louisiana","3",0,3,4,1,22,"5","33","0","0","0","0","0","0","0","0","0",0.962814339,1015,"0","13669","7156","5854","6720","0.6046","0.379","0.4574",24.25006283,0.424301676,30223,5.610000134,0.424301676,"43125.41","16.52000046","4.420000076",6220,144,70,2383,418,9,5338,297,254,89,3321
"448","Northwestern University","Illinois","IL","Private","4 Year",16626,54567,71193,54567,71193,21554,2,63400,115400,46,20,"Northwestern University","3",0,3,4,2,17,"3","13","0","0","0","0","0","0","0","0","0",0.069716181,1529,"0","7266","31160","37609","18123","0.8198","0.1869","0.9509",20.45249406,0.151571165,58835.5,16.02000046,0.151571165,"81811.63","6","3.049999952",10109,22,2865,1058,1662,12,10394,702,1502,3337,6321
"449","Northwood University: Michigan","Michigan","MI","Private","4 Year",10480,27060,37540,27060,37540,NA,19,47800,86300,47,1,"Northwood University","3",0,3,4,2,26,"3","13","0","0","0","0","0","0","0","0","0",0.833481745,NA,"0","16412","14461","6751","6629","0.1143","0.2587","0.5985",26.82422145,0.397157816,42219,7.75,0.397157816,"64809.96","7.949999809","3.559999943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Norwich University","Vermont","VT","Private","4 Year",13840,40016,53856,40016,53856,3672,3,57000,99100,51,20,"Norwich University","3",0,3,4,2,50,"1","32","0","0","0","0","0","0","0","0","0",0.867682927,NA,"0","20607","14827","7935","7729","0.4558","0.2438","0.5925",21.4809322,0.236309077,67624.5,10.80000019,0.236309077,"68974.52","5.829999924","2.950000048",745,14,85,200,249,12,2785,144,142,41,704
"451","Notre Dame of Maryland University","Maryland","MD","Private","4 Year",11850,36900,48750,36900,48750,2764,23,48300,86400,58,3,"Notre Dame of Maryland University","3",0,3,4,2,24,"2","11","0","0","0","0","0","0","0","0","1",0.650881057,NA,"0","21765","18076","12419","7089","0.4678","0.4556","0.535",27.92448513,0.40942928,45320,11.21000004,0.40942928,"70799.46","6.710000038","3.109999895",2388,22,188,631,113,6,1715,0,58,31,960
"452","Nova Southeastern University","Florida","FL","Private","4 Year",13250,30900,44150,30900,44150,24148,14,50200,89800,60,9,"Nova Southeastern University","3",0,3,4,2,12,"5","21","0","0","0","0","1","1","0","0","0",0.925014895,1187,"0","22630","29698","16296","10512","0.4097","0.3912","0.6135",24.43806922,0.373340143,31002,8.81000042,0.373340143,"62876.89","9.199999809","3.630000114",16836,42,1491,5374,6150,13,7942,428,1739,969,13498
"453","Oakland University","Michigan","MI","Public","4 Year",10100,12606,22706,24230,34330,20519,9,51300,93300,49,19,"Oakland University","3",0,3,4,1,26,"3","21","0","0","0","0","0","0","0","0","0",0.920901832,1117,"0","8699","12808","9383","9749","0.5283","0.3003","0.5626",21.9917328,0.324252609,45384.5,9.319999695,0.324252609,"78696.54","5.739999771","3.210000038",11927,79,955,1601,565,17,15136,492,1024,650,3709
"454","Oakwood University","Alabama","AL","Private","4 Year",9312,16720,26032,16720,26032,1939,15,43500,78800,71,16,"Oakwood University","3",0,3,4,2,1,"5","12","1","0","0","0","0","0","0","0","0",0.718501703,NA,"0","20759","13645","8317","5011","0.9492","0.472","0.4958",21.73015873,0.17623498,36829,8.68999958,0.17623498,"60906.45","10.61999989","4.25",1103,11,9,1629,47,0,28,0,66,149,1696
"455","Oberlin College","Ohio","OH","Private","4 Year",16338,55054,71392,55054,71392,2978,13,53100,96800,47,21,"Oberlin College","3",0,3,4,2,39,"3","31","0","0","0","0","0","0","0","0","0",0.343399075,1419,"0","12835","23147","25911","8927","0.8924","0.091","0.8428",19.3584,0.088669951,111580,16.90999985,0.088669951,"76190.1","6.400000095","3.190000057",1647,3,124,154,215,2,2071,168,23,218,666
"456","Oglethorpe University","Georgia","GA","Private","4 Year",13200,38100,51300,38100,51300,1094,6,52400,91400,50,12,"Oglethorpe University","3",0,3,3,2,13,"5","21","0","0","0","0","0","0","0","0","0",0.812911726,1223,"0","11121","13320","5779","7086","1","0.3512","0.5485",20.60493827,0.199240987,46649,10.98999977,0.199240987,"73815.08","7.289999962","3.180000067",638,3,43,202,113,0,368,29,270,66,390
"457","Ohio Northern University","Ohio","OH","Private","4 Year",11650,32260,43910,32260,43910,3695,6,54400,103900,49,22,"Ohio Northern University","3",0,3,4,2,39,"3","31","0","0","0","0","0","0","0","0","0",0.68895293,1203,"0","19685","17540","13913","8908","0.7875","0.2258","0.7597",20.040625,0.235675676,79216,7.329999924,0.235675676,"63536.16","5.739999771","2.690000057",1889,4,56,113,40,3,2875,105,267,232,321
"458","Ohio State University: Columbus Campus","Ohio","OH","Public","4 Year",12434,10726,23160,30742,43176,NA,10,55300,98600,49,27,"Ohio State University-Main Campus","3",0,3,4,1,39,"3","11","0","0","0","0","0","0","0","0","0",0.571828807,1345,"0","8249","13706","18525","13133","0.6339","0.1999","0.8751",20.92782756,0.262238654,64713.5,8.93999958,0.262238654,"65208.79","6.510000229","2.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Ohio University","Ohio","OH","Public","4 Year",11830,12192,24022,21656,33486,29217,17,51400,93300,47,9,"Ohio University-Main Campus","3",0,3,4,1,39,"3","32","0","0","0","0","0","0","0","0","0",0.885519717,1200,"0","14522","11626","10973","9297","0.7556","0.2166","0.6651",23.66374963,0.338695755,58609,8,0.338695755,"59563.35","7.820000172","3.160000086",16965,43,355,1488,754,21,23337,821,555,1843,3482
"460","Ohio Wesleyan University","Ohio","OH","Private","4 Year",12430,45760,58190,45760,58190,1734,9,51300,99200,46,21,"Ohio Wesleyan University","3",0,3,3,2,39,"3","21","0","0","0","0","0","0","0","0","0",0.740181269,1230,"0","18975","12949","15294","8308","0.6","0.2784","0.655",19.60832138,0.215053763,65861,13.34000015,0.215053763,"77246.29","5.320000172","2.690000057",927,1,40,116,72,0,1255,79,46,125,308
"461","Oklahoma Baptist University","Oklahoma","OK","Private","4 Year",7350,28258,35608,28258,35608,1979,19,43900,76600,62,8,"Oklahoma Baptist University","3",0,3,4,2,40,"6","32","0","0","0","0","0","0","0","0","0",0.55743373,1111,"0","17586","12801","7695","7028","0.5443","0.3358","0.5405",20.09667025,0.257369615,51701,8.029999733,0.257369615,"59289.35","8.270000458","2.970000029",1164,107,17,118,45,5,1390,159,64,74,451
"462","Oklahoma Christian University","Oklahoma","OK","Private","4 Year",8190,22760,30950,22760,30950,2475,7,49700,87900,57,41,"Oklahoma Christian University","3",0,3,4,2,40,"6","11","0","0","0","0","0","0","0","0","0",0.965310207,1129,"0","12849","12523","7413","6809","0.3878","0.2488","0.5811",20.19390582,0.178417266,74627,8.479999542,0.178417266,"63431.55","7.46999979","3.109999895",1143,48,203,308,142,1,1619,153,1,0,855
"463","Oklahoma City University","Oklahoma","OK","Private","4 Year",8896,31026,39922,31026,39922,3035,7,47700,87900,58,9,"Oklahoma City University","3",0,3,4,2,40,"6","11","0","0","0","0","0","0","0","0","0",0.792353823,1200,"0","21590","17837","14586","7517","0.5778","0.2121","0.6764",24.11780822,0.267935578,65071.5,9.430000305,0.267935578,"59190.63","9.020000458","3.00999999",1778,87,74,162,203,1,1791,200,20,497,727
"464","Oklahoma Panhandle State University","Oklahoma","OK","Public","4 Year",4695,8194,12889,9133,13828,1298,20,42300,74400,54,10,"Oklahoma Panhandle State University","3",0,3,3,1,40,"6","42","0","0","0","0","0","1","0","0","0",NA,NA,"0","7118","5821","4611","4858","0.6118","0.4151","0.2661",22.73263889,0.412331407,40463,5.150000095,0.412331407,"48652.56","10.81000042","3.150000095",714,43,17,135,211,0,796,34,40,22,440
"465","Oklahoma State University","Oklahoma","OK","Public","4 Year",8549,9019,17568,24539,33088,NA,4,52800,98600,54,25,"Oklahoma State University-Main Campus","3",0,3,4,1,40,"6","32","0","0","0","0","0","0","0","0","0",0.683654187,1166,"0","7016","12204","10484","9425","0.884","0.2703","0.6464",21.45839874,0.286319613,48983,8.850000381,0.286319613,"55237.91","9.010000229","2.950000048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Oklahoma State University Institute of Technology: Okmulgee","Oklahoma","OK","Public","2 Year",6988,5550,12538,11160,18148,NA,5,52600,92300,53,14,"Oklahoma State University Institute of Technology","2",0,2,3,1,40,"6","32","0","0","0","0","0","0","1","0","0",NA,NA,"0","6777","3966","7843","4750","0.6143","0.5168","0.4041",24.49367851,0.435043305,29751,5.090000153,0.435043305,"43498.65","12.82999992","3.680000067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Oklahoma Wesleyan University","Oklahoma","OK","Private","4 Year",8644,26956,35600,26956,35600,1345,15,43300,78700,58,1,"Oklahoma Wesleyan University","3",0,3,4,2,40,"6","32","0","0","0","0","0","0","0","0","0",0.539149888,1022,"0","24398","14505","8329","5919","0.2991","0.2756","0.344",26.34566145,0.408256881,50830,7.139999866,0.408256881,"51169.37","9.260000229","3.039999962",848,97,5,88,96,3,885,55,40,76,344
"468","Old Dominion University","Virginia","VA","Public","4 Year",11620,10872,22492,29772,41392,24932,14,50200,89900,52,19,"Old Dominion University","3",0,3,4,1,51,"5","12","0","0","0","0","0","0","0","0","0",0.962314147,1126,"0","13756","7821","11212","9341","0.9545","0.3574","0.5065",23.6039982,0.332137112,38019.5,8.949999809,0.332137112,"63797.48","7.599999905","3.039999962",13718,89,995,5980,1578,98,13037,1319,1016,820,10059
"469","Oral Roberts University","Oklahoma","OK","Private","4 Year",9450,27728,37178,27728,37178,3481,9,45900,85100,59,8,"Oral Roberts University","3",0,3,4,2,40,"6","11","0","0","0","0","0","0","0","0","0",0.849850746,1123,"0","19664","11309","6679","7616","0.4216","0.3612","0.5731",24.04563492,0.309352518,43800.5,8.5,0.309352518,"63453.08","7.809999943","3.210000038",1956,113,80,565,273,0,1688,154,341,267,1185
"470","Oregon Health & Science University","Oregon","OR","Public","4 Year",NA,19176,19176,33666,33666,2861,1,65400,108300,79,10,"Oregon Health & Science University","3",0,3,4,1,41,"8","11","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,"29548","88663","11146","0.6072","0.3078",NA,30.19167905,0.315541601,19006,10.61999989,0.315541601,"60107.13","7.449999809","4.03000021",1861,13,285,35,151,7,2094,113,95,68,604
"471","Oregon Institute of Technology","Oregon","OR","Public","4 Year",9058,9987,19045,28056,37114,4260,2,61200,106800,60,27,"Oregon Institute of Technology","3",0,3,4,1,41,"8","33","0","0","0","0","0","0","0","0","0",0.90616155,1193,"0","10758","9092","9605","8499","0.9419","0.2307","0.5346",26.30440868,0.394656489,36182,7.119999886,0.394656489,"52974.7","9.420000076","4.679999828",1972,49,232,58,357,27,3128,214,152,43,937
"472","Oregon State University","Oregon","OR","Public","4 Year",12855,11166,24021,30141,42996,28886,5,56200,104800,53,34,"Oregon State University","3",0,3,4,1,41,"8","13","0","0","0","0","0","0","0","0","0",0.887745521,1231,"0","13459","12585","11183","10714","0.7156","0.2281","0.6876",23.68423513,0.31369606,44450,10.06000042,0.31369606,"60312.67","7.5","3.930000067",13420,172,1901,395,2101,98,18505,1653,859,3202,6320
"473","Ottawa University","Kansas","KS","Private","4 Year",11900,27630,39530,27630,39530,NA,4,49800,89900,57,7,"Ottawa University-Ottawa","3",0,3,4,2,20,"4","32","0","0","0","0","0","0","0","0","0",0.531683766,976,"0","22959","11354","2228","6428","0.9333","0.4472","0.352",29.53267974,0.400868307,37231.5,7.900000095,0.400868307,"65346.8","7.179999828","3.039999962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Ouachita Baptist University","Arkansas","AR","Private","4 Year",7880,26790,34670,26790,34670,1501,8,44100,80200,58,18,"Ouachita Baptist University","3",0,3,4,2,5,"5","32","0","0","0","0","0","0","0","0","0",0.737547893,NA,"0","17061","10448","8981","6545","0.95","0.2428","0.6358",19.76295133,0.235489221,62149,7.510000229,0.235489221,"61306.22","8.659999847","3.160000086",769,11,13,129,58,1,1251,0,1,37,212
"475","Pace University","New York","NY","Private","4 Year",19200,45280,64480,45280,64480,12857,24,59800,107800,40,14,"Pace University","3",0,3,4,2,36,"2","11","0","0","0","0","0","0","0","0","0",0.876225045,1219,"0","24407","22070","11053","12510","1","0.2549","0.5881",20.70807285,0.294117647,55332,12.27999973,0.294117647,"74848.68","9.609999657","3.680000067",7783,42,1097,1384,1586,11,6015,378,574,1770,4498
"476","Pacific Lutheran University","Washington","WA","Private","4 Year",10790,42066,52856,42066,52856,3242,10,54500,98100,53,20,"Pacific Lutheran University","3",0,3,4,2,53,"8","21","0","0","0","0","0","0","0","0","0",0.883850932,1247,"0","15229","19645","9074","7951","0.6705","0.3243","0.7026",21.3989547,0.295813954,59189,8.119999886,0.295813954,"65366.76","7.090000153","3.930000067",2049,28,218,95,249,24,2181,233,52,162,847
"477","Pacific Northwest College of Art","Oregon","OR","Private","4 Year",12860,38250,51110,38250,51110,519,15,46300,85000,NA,0,"Pacific Northwest College of Art","3",0,3,4,2,41,"8","11","0","0","0","0","0","0","0","0","0",0.975274725,NA,"0","33763","21887","12136","6773","0.2143","0.3978","0.3916",21.95721925,0.179640719,47348,12.64000034,0.179640719,"63108.93","7.269999981","4.119999886",357,7,12,5,27,1,373,62,19,13,114
"478","Pacific University","Oregon","OR","Private","4 Year",12528,44298,56826,44298,56826,3640,8,50200,94000,66,8,"Pacific University","3",0,3,4,2,41,"8","21","0","0","0","0","1","0","0","0","0",0.910414828,1177,"0","25315","25392","11503","8507","0.6577","0.2736","0.6738",21.54204661,0.285714286,64458,9.100000381,0.285714286,"64591.02","7.300000191","3.930000067",2307,24,507,58,288,56,2086,267,217,137,1200
"479","Park University","Missouri","MO","Private","4 Year",8200,12650,20850,12650,20850,10792,14,48500,85000,56,7,"Park University","3",0,3,4,2,29,"4","21","0","0","0","0","0","0","0","0","0",NA,NA,"0","14570","10388","5056","6902","0.1251","0.3357","0.2599",29.7800418,0.479576399,30016.5,7.150000095,0.479576399,"57220.12","9.920000076","3.539999962",5158,80,267,2014,1337,48,6593,307,0,146,4053
"480","Penn State University Park","Pennsylvania","PA","Public","4 Year",11570,18454,30024,34858,46428,NA,13,58500,105500,47,37,"The Pennsylvania State University",NA,0,3,4,1,42,"2","13","0","0","0","0","0","0","0","0","0",0.922646505,1260,"0","20381","20004","9749","11108","0.8175","0.2174","0.7255",21.8417052,0.287565253,61924,9.460000038,0.287565253,"63381.69","6.789999962","3.150000095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Peru State College","Nebraska","NE","Public","4 Year",8010,7452,15462,7482,15492,2499,17,42600,74800,50,6,"Peru State College","3",0,3,4,1,31,"4","42","0","0","0","0","0","0","0","0","0",NA,NA,"0","15073","4076","5984","7272","1","0.426","0.3819",23.32857143,0.415584416,40241.5,6.429999828,0.415584416,"55329.64","6.880000114","2.690000057",1497,15,31,182,130,7,1949,68,117,0,433
"482","Pfeiffer University","North Carolina","NC","Private","4 Year",11226,30234,41460,30234,41460,1784,23,44200,78000,51,4,"Pfeiffer University","3",0,3,4,2,37,"5","42","0","0","0","0","0","0","0","0","0",0.717602996,1070,"0","18705","13036","10492","6995","0.9877","0.5468","0.3922",24.47676768,0.333333333,39008,7.03000021,0.333333333,"62403.22","7.21999979","3.019999981",1148,6,24,460,57,1,959,20,165,92,568
