"","name","state","state_code.x","type","degree_length","room_and_board","in_state_tuition","in_state_total","out_of_state_tuition","out_of_state_total","total_enrollment","rank","early_career_pay","mid_career_pay","make_world_better_percent","stem_percent","matched","degree_type","cash_monitoring","pred_degree_type","highest_degree","type_school","ST_FIPS","REGION","LOCALE","hbcu","pbi","annhi","tribal","AANAPII","his","nanti","men_only","women_only","admission_rate","sat_avg","distance_only","netprice_lowincome","tuit_fte","inexp_fte","avg_fac_salary","pct_ft_fac","pct_pell","C150_POOLED","age_entry","first_gen","med_fam_inc","pct_grad_degree","pct_domestic","median_hh_income","poverty_rate","unemployment_rate","Women","American Indian / Alaska Native","Asian","Black","Hispanic","Native Hawaiian / Pacific Islander","White","Two Or More Races","Unknown","Non-Resident Foreign","Total Minority"
"112","Charter Oak State College","Connecticut","CT","Public","4 Year",NA,10161,10161,13101,13101,1929,18,49200,85900,68,2,"Charter Oak State College","3",0,3,4,1,9,"1","21","0","0","0","0","0","0","0","0","0",NA,NA,"1","10971","8969","4394",NA,"0","0.37",NA,35.29460581,0.545310016,35792,8.920000076,0.545310016,"63157.4","8.949999809","3.720000029",1300,6,25,323,237,2,1115,48,161,12,641
"113","Christian Brothers University","Tennessee","TN","Private","4 Year",7400,32820,40220,32820,40220,1667,4,51500,96500,60,14,"Christian Brothers University","3",0,3,4,2,47,"5","11","0","0","0","0","0","0","0","0","0",0.965724079,1108,"0","12410","12318","8360","7552","0.9918","0.3256","0.5786",23.94409938,0.358792185,40225,8.020000458,0.358792185,"61225.91","10.65999985","3.819999933",936,5,84,522,99,1,795,39,73,49,750
"114","Christopher Newport University","Virginia","VA","Public","4 Year",11460,14754,26214,27220,38680,5221,17,50800,87200,55,25,"Christopher Newport University","3",0,3,4,1,51,"5","12","0","0","0","0","0","0","0","0","0",0.885356023,1219,"0","21759","9019","10118","9575","0.6341","0.1343","0.773",19.63492064,0.181010929,97520.5,12.39999962,0.181010929,"79798.8","4.909999847","2.349999905",2997,15,125,414,258,5,3940,251,199,14,1068
"115","Claremont McKenna College","California","CA","Private","4 Year",16705,54405,71110,54405,71110,1324,9,68500,125400,43,16,"Claremont McKenna College","3",0,3,4,2,6,"8","21","0","0","0","0","0","0","0","0","0",0.112393466,1487,"0","4420","34221","30917","14789","0.9326","0.1973","0.925",19.49765258,NA,71150,15.13000011,NA,"82855.72","7.210000038","3.279999971",630,1,142,54,154,1,559,101,87,225,453
"116","Clark Atlanta University","Georgia","GA","Private","4 Year",9524,23436,32960,23436,32960,3485,18,46300,81100,54,15,"Clark Atlanta University","3",0,3,4,2,13,"5","11","1","0","0","0","0","0","0","0","0",0.582426128,970,"0","32085","17750","8743","7863","0.6059","0.6796","0.4192",19.82374942,0.322477309,28746,8.390000343,0.322477309,"60451.55","12.07999992","4.670000076",2573,14,14,2930,14,0,6,0,380,127,2972
"117","Clark College","Washington","WA","Public","2 Year",NA,4287,4287,9718,9718,10911,24,43500,78400,NA,9,"Clark College","2",0,2,3,1,53,"8","12","0","0","0","0","0","0","0","0","0",NA,NA,"0","6220","2911","7674","9228","0.9785","0.2003","0.3489",26.16085271,0.424595469,21343,7.309999943,0.424595469,"64209.24","7.949999809","4.159999847",6211,83,385,222,944,64,7560,834,698,121,2532
"118","Clark University","Massachusetts","MA","Private","4 Year",9170,45730,54900,45730,54900,3423,23,52600,101400,47,14,"Clark University","3",0,3,4,2,25,"1","12","0","0","0","0","0","0","0","0","0",0.480309165,1316,"0","19148","22163","13386","11390","1","0.219","0.7713",19.71296296,0.162952646,77506,14.96000004,0.162952646,"76163.05","6.489999771","2.970000029",1946,3,179,121,169,2,1752,59,291,847,533
"119","Clarke University","Iowa","IA","Private","4 Year",9600,33350,42950,33350,42950,1200,20,44900,80200,52,6,"Clarke University","3",0,3,4,2,19,"4","13","0","0","0","0","0","0","0","0","0",0.887836491,1065,"0","21922","18761","11063","6360","0.5797","0.3672","0.6017",20.83816425,0.293506494,66479,6.230000019,0.293506494,"57836.44","6.309999943","3.039999962",836,1,9,33,44,0,1059,16,25,13,103
"120","Clarkson College","Nebraska","NE","Private","4 Year",5398,16920,22318,16920,22318,1221,4,50900,91500,74,0,"Clarkson College","3",0,3,4,2,31,"4","11","0","0","0","0","0","0","0","0","0",0.96,NA,"0","11320","14431","12683","6443","0.8553","0.3166","0.619",26.22121896,0.333333333,45418,7.900000095,0.333333333,"61065.74","5.730000019","2.380000114",1072,7,29,53,36,2,951,19,124,0,146
"121","Clarkson University","New York","NY","Private","4 Year",14908,49444,64352,49444,64352,3873,8,66400,130100,58,58,"Clarkson University","3",0,3,4,2,36,"2","33","0","0","0","0","0","0","0","0","0",0.745827985,1289,"0","22559","17124","14424","11340","0.951","0.2303","0.7561",19.59682081,0.152870992,90321,10.43000031,0.152870992,"62331.73","7.159999847","3.589999914",1184,10,122,77,170,1,2992,73,109,319,453
"122","Clayton State University","Georgia","GA","Public","4 Year",9994,6410,16404,19486,29480,7022,17,46400,81200,54,9,"Clayton  State University","3",0,3,4,1,13,"5","21","0","1","0","0","0","0","0","0","0",0.625610418,NA,"0","9656","4656","6070","7405","0.6512","0.51","0.3313",25.82709868,0.379238754,24211,6.460000038,0.379238754,"65444.71","8.229999542","3.710000038",4807,12,369,4307,177,3,1574,189,263,128,5057
"123","Cleary University","Michigan","MI","Private","4 Year",9600,20250,29850,20250,29850,537,22,47400,84700,50,0,"Cleary University","3",0,3,4,2,26,"3","22","0","0","0","0","0","0","0","0","0",0.758656873,1059,"0","19213","10538","3099","5476","0.0986","0.2868","0.5377",27.73880597,0.422924901,46773.5,10.97000027,0.422924901,"81153.11","4.320000172","2.75",290,0,14,41,12,0,399,0,41,30,67
"124","Clemson University","South Carolina","SC","Public","4 Year",10832,14970,25802,36724,47556,21857,2,57500,106700,50,39,"Clemson University","3",0,3,4,1,45,"5","21","0","0","0","0","0","0","0","0","0",0.492224562,1339,"0","14638","18658","12346","10679","0.8977","0.1483","0.8519",20.47270306,0.172454385,78377,10,0.172454385,"64586.36","7.550000191","3.049999952",10160,41,389,1347,593,14,16876,465,563,1569,2849
"125","Cleveland State University","Ohio","OH","Public","4 Year",13560,10625,24185,14992,28552,16936,21,48300,88600,51,20,"Cleveland State University","3",0,3,4,1,39,"3","11","0","0","0","0","0","0","0","0","0",0.912915001,1114,"0","13468","11072","10210","9778","0.4868","0.3799","0.4966",23.7088226,0.383755459,33556,8.739999771,0.383755459,"57782.89","9.920000076","3.680000067",9311,26,504,2927,731,18,10437,435,415,1443,4641
"126","Coastal Carolina University","South Carolina","SC","Public","4 Year",9190,11536,20726,26648,35838,9976,13,44700,77600,48,14,"Coastal Carolina University","3",0,3,4,1,45,"5","13","0","0","0","0","0","0","0","0","0",0.791357147,1118,"0","11393","13482","8596","8167","1","0.3139","0.4856",20.58009241,0.26561862,55785.5,8.880000114,0.26561862,"64299.08","7.449999809","3.069999933",5495,40,77,1904,348,13,6998,405,53,138,2787
"127","Coe College","Iowa","IA","Private","4 Year",9480,45000,54480,45000,54480,1436,13,47200,86900,41,24,"Coe College","3",0,3,3,2,19,"4","12","0","0","0","0","0","0","0","0","0",0.726597113,NA,"0","13292","12435","9295","6664","1","0.3601","0.6308",19.76246334,0.235202492,73952.5,7.659999847,0.235202492,"61192.02","5.670000076","2.779999971",805,3,33,71,109,1,1049,45,61,64,262
"128","Colby College","Maine","ME","Private","4 Year",14190,55210,69400,55210,69400,1847,4,59200,103300,50,25,"Colby College","3",0,3,3,2,23,"1","33","0","0","0","0","0","0","0","0","0",0.088730529,1471,"0","4267","28857","20915","11594","0.9618","0.1466","0.8846",19.41389728,0.108974359,94859,16.38999939,0.108974359,"80130.48","5.710000038","2.799999952",978,3,103,56,113,0,1110,98,168,196,373
"129","Colby-Sawyer College","New Hampshire","NH","Private","4 Year",14264,42398,56662,42398,56662,1369,9,46400,83700,43,7,"Colby-Sawyer College","3",0,3,3,2,33,"1","42","0","0","0","0","0","0","0","0","0",0.93069843,NA,"0","17683","11744","10075","6948","1","0.2597","0.6467",20.06140351,0.24137931,80005.5,12.81000042,0.24137931,"75754.73","4.400000095","2.609999895",949,3,21,88,41,1,860,7,209,139,161
"130","Colgate University","New York","NY","Private","4 Year",13995,55870,69865,55870,69865,2888,7,68400,130600,41,26,"Colgate University","3",0,3,4,2,36,"2","32","0","0","0","0","0","0","0","0","0",0.171892816,1448,"0","12189","46642","22762","12138","0.9353","0.1137","0.9057",19.33924612,0.180751174,76732,15.38000011,0.180751174,"81701.81","6.630000114","3.069999933",1570,2,103,120,243,3,1942,101,122,252,572
"131","College for Creative Studies","Michigan","MI","Private","4 Year",8800,44110,52910,44110,52910,1459,16,51200,89800,40,0,"College for Creative Studies","3",0,3,4,2,26,"3","11","0","0","0","0","0","0","0","0","0",0.538047138,NA,"0","31550","27388","13176","10905","1","0.3112","0.5845",20.95155709,0.228360958,61518.5,10.68999958,0.228360958,"74293.04","6.550000191","3.25999999",720,3,61,130,54,4,823,54,198,132,306
"132","College of Charleston","South Carolina","SC","Public","4 Year",12166,12738,24904,31920,44086,11456,8,47300,85100,44,20,"College of Charleston","3",0,3,4,1,45,"5","12","0","0","0","0","0","0","0","0","0",0.76108182,1211,"0","13454","15225","9160","9156","0.6505","0.2109","0.6635",20.9036275,0.200619893,58643,11.60000038,0.200619893,"66962.7","7.679999828","2.950000048",7329,21,181,823,478,13,9221,401,150,168,1917
"133","College of Idaho","Idaho","ID","Private","4 Year",9697,30155,39852,30155,39852,1144,5,44700,82100,48,17,"The College of Idaho","3",0,3,4,2,16,"7","22","0","0","0","0","0","0","0","0","0",0.562933025,1181,"0","26037","8361","7891","7147","0.5969","0.2373","0.6187",20.35457064,0.268072289,63773,7.130000114,0.268072289,"57741.96","7.869999886","3.609999895",600,6,32,22,175,5,725,24,76,79,264
"134","College of Saint Mary","Nebraska","NE","Private","4 Year",7700,20350,28050,20350,28050,1018,14,43900,77700,45,9,"College of Saint Mary","3",0,3,4,2,31,"4","11","0","0","0","0","0","0","0","0","1",0.381930185,NA,"0","10295","15395","9761","7139","0.5385","0.3765","0.6013",24.62416107,0.26,37527,8.380000114,0.26,"62625.82","6.090000153","2.529999971",995,5,17,63,102,1,794,25,4,7,213
"135","College of St. Benedict","Minnesota","MN","Private","4 Year",10904,45264,56168,45264,56168,NA,15,49100,88600,50,18,"College of Saint Benedict","3",0,3,3,2,27,"4","22","0","0","0","0","0","0","0","0","1",0.917888563,1170,"0","17656","19208","12330","8701","0.7771","0.2158","0.8114",19.43350384,0.214084507,86620.5,8.06000042,0.214084507,"70918.96","4.269999981","2.579999924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","College of St. Scholastica","Minnesota","MN","Private","4 Year",9710,37212,46922,37212,46922,NA,16,51200,86800,64,12,"The College of Saint Scholastica","3",0,3,4,2,27,"4","13","0","0","0","0","0","0","0","0","0",0.73694298,1205,"0","20307","14698","8925","7101","0.5039","0.2656","0.6693",26.45558223,0.28496732,58385,6.739999771,0.28496732,"60287.14","6","3.450000048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","College of the Holy Cross","Massachusetts","MA","Private","4 Year",14520,52770,67290,52770,67290,2787,12,61800,114600,46,24,"College of the Holy Cross","3",0,3,3,2,25,"1","12","0","0","0","0","0","0","0","0","0",0.428747307,1346,"0","9381","31661","19429","11454","0.898","0.1559","0.9266",19.3666275,0.166253102,106778,14.69999981,0.166253102,"82332.58","5.579999924","2.779999971",1366,5,141,110,296,1,1913,98,183,40,651
"138","College of William and Mary","Virginia","VA","Public","4 Year",12236,23400,35636,44701,56937,NA,5,59000,108900,42,21,"William & Mary","3",0,3,4,1,51,"5","23","0","0","0","0","0","0","0","0","0",0.365436338,1447,"0","4393","21988","16109","12094","0.8092","0.1228","0.9114",19.84904087,0.131669535,96498,14.71000004,0.131669535,"83534.79","4.800000191","2.609999895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","College of Wooster","Ohio","OH","Private","4 Year",11850,50250,62100,50250,62100,NA,19,49200,91300,56,32,"The College of Wooster","3",0,3,3,2,39,"3","32","0","0","0","0","0","0","0","0","0",0.60626229,1336,"0","13524","18474","15081","8322","0.8225","0.2037","0.7545",19.41803279,0.143338955,88984.5,12.19999981,0.143338955,"69911.54","5.900000095","2.910000086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Colorado Christian University","Colorado","CO","Private","4 Year",11846,31866,43712,31866,43712,5787,17,46800,80100,70,2,"Colorado Christian University","3",0,3,4,2,8,"7","12","0","0","0","0","0","0","0","0","0",NA,NA,"0","23438","11648","3519","6612","0.1849","0.3222","0.5956",33.99924887,0.448509885,29376,10.06999969,0.448509885,"70816.99","5.690000057","2.849999905",3688,36,157,391,623,16,4066,227,264,7,1450
"141","Colorado College","Colorado","CO","Private","4 Year",12512,55470,67982,55470,67982,2067,5,53100,97900,48,23,"Colorado College","3",0,3,4,2,8,"7","11","0","0","0","0","0","0","0","0","0",0.142505695,NA,"0","10969","34550","26985","11189","0.8529","0.1378","0.8683",19.44072948,0.17571885,74864,15.25,0.17571885,"73737.62","6.360000134","2.920000076",1110,9,94,48,184,0,1354,173,62,143,508
"142","Colorado Mesa University","Colorado","CO","Public","4 Year",10925,9243,20168,22440,33365,9116,14,47800,81500,55,7,"Colorado Mesa University","3",0,3,4,1,8,"7","13","0","0","0","0","0","0","0","0","0",0.802400396,1088,"0","13023","8250","9082","7164","0.5652","0.3096","0.3758",22.30319788,0.393754962,44794,7.710000038,0.393754962,"56304.4","7.070000172","3.359999895",4924,68,126,218,1389,55,6589,313,306,52,2169
"143","Colorado School of Mines","Colorado","CO","Public","4 Year",13169,18964,32133,38584,51753,5962,1,75600,139600,60,93,"Colorado School of Mines","3",0,3,4,1,8,"7","21","0","0","0","0","0","0","0","0","0",0.568790551,1399,"0","16878","21181","16440","12648","0.6862","0.1377","0.8371",20.82373173,0.154464286,95766,11.21000004,0.154464286,"74353.28","5.170000076","2.630000114",1688,13,231,52,417,3,4213,244,105,684,960
"144","Colorado State University","Colorado","CO","Public","4 Year",11964,11831,23795,29732,41696,NA,6,53500,96100,51,28,"Colorado State University-Fort Collins","3",0,3,4,1,8,"7","12","0","0","0","0","0","0","0","0","0",0.896409802,1205,"0","11942","15851","14690","10534","0.7261","0.2128","0.6964",21.38230155,0.242137123,63463.5,12.59000015,0.242137123,"73818.06","5.110000134","2.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Colorado State University: Pueblo","Colorado","CO","Public","4 Year",10470,10408,20878,26329,36799,NA,10,48100,87600,62,13,"Colorado State University Pueblo","3",0,3,4,1,8,"7","12","0","0","0","0","0","1","0","0","0",0.991723466,1046,"0","11271","4860","5348","6918","0.5288","0.3567","0.377",23.51578947,0.408678103,38397,7.210000038,0.408678103,"54713.6","8.93999958","3.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Columbia College","South Carolina","SC","Private","4 Year",7900,19500,27400,19500,27400,NA,23,39200,68300,56,6,"Columbia College","3",0,3,4,2,45,"5","12","0","0","0","0","0","0","0","0","0",0.985915493,NA,"0","19665","12008","7070","5849","0.3776","0.497","0.5938",29.22091887,0.413903743,34742,8.06000042,0.413903743,"56463.66","10.09000015","3.619999886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Columbia College","Missouri","MO","Private","4 Year",7808,22704,30512,22704,30512,NA,25,44100,76600,52,2,"Columbia College","3",0,3,4,2,29,"4","12","0","0","0","0","0","0","0","0","0",NA,NA,"0","27298","10335","6673","7562","1","0.4258","0.3021",29.95456331,0.485591662,25623,8.550000191,0.485591662,"56190.76","8.199999809","3.299999952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Columbia International University","South Carolina","SC","Private","4 Year",8150,23690,31840,23690,31840,1103,25,36600,66200,62,0,"Columbia International University","3",0,3,4,2,45,"5","12","0","0","0","0","0","0","0","0","0",0.456273764,1049,"0","19328","10003","6485","5030","0.9412","0.3676","0.6533",22.4796748,0.24137931,49959.5,9.069999695,0.24137931,"64434.93","7.260000229","3.25",533,3,34,198,28,0,722,20,38,60,283
"149","Columbia University","New York","NY","Private","4 Year",14016,59985,74001,59985,74001,27589,10,71400,126800,45,30,"Columbia University in the City of New York","3",0,3,4,2,36,"2","11","0","0","0","0","0","0","0","0","0",0.041302569,1528,"0","-4550","39652","103877","19986","0.4533","0.2332","0.9708",23.27515152,0.250490517,31310.5,16.39999962,0.250490517,"76971.15","8.779999733","3.670000076",13993,69,3474,1411,2188,27,9585,734,1781,8320,7903
"150","Columbus State University","Georgia","GA","Public","4 Year",9880,7200,17080,20682,30562,8192,25,43300,77900,59,10,"Columbus State University","3",0,3,4,1,13,"5","12","0","0","0","0","0","0","0","0","0",0.78521327,1043,"0","12410","5773","7409","7684","0.6291","0.4299","0.4062",23.55863808,0.329517863,32787.5,7.519999981,0.329517863,"55979.92","10.71000004","3.470000029",4896,35,176,2921,430,20,4310,182,3,115,3764
"151","Concord University","West Virginia","WV","Public","4 Year",8988,7896,16884,17320,26308,NA,13,41700,75800,53,9,"Concord University","3",0,3,4,1,54,"5","32","0","0","0","0","0","0","0","0","0",0.956296722,1042,"0","7447","3776","5333","6707","0.7231","0.4826","0.3986",21.98148148,0.476538061,33025,5.28000021,0.476538061,"41360.98","15.02000046","4.380000114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Concordia College: Moorhead","Minnesota","MN","Private","4 Year",8230,39878,48108,39878,48108,NA,23,46800,85200,63,21,"Concordia College at Moorhead","3",0,3,4,2,27,"4","22","0","0","0","0","0","0","0","0","0",0.71995765,1150,"0","18635","16557","10933","7532","0.684","0.2079","0.7085",19.63745498,0.126884422,87417,6.639999866,0.126884422,"60523.09","5.71999979","2.920000076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Concordia University St. Paul","Minnesota","MN","Private","4 Year",9000,22275,31275,22275,31275,NA,16,49200,86800,58,5,"Concordia University-Saint Paul","3",0,3,4,2,27,"4","11","0","0","0","0","1","0","0","0","0",0.678873239,NA,"0","13898","13869","4009","6788","0.2675","0.3438","0.5011",27.72956361,0.335669236,42756,8.880000114,0.335669236,"71270.22","5.46999979","2.849999905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Connecticut College","Connecticut","CT","Private","4 Year",15150,54820,69970,54820,69970,1900,8,57500,100800,36,30,"Connecticut College","3",0,3,3,2,9,"1","13","0","0","0","0","0","0","0","0","0",0.409528769,1416,"0","18628","26046","15305","9524","0.7407","0.1623","0.8146",19.53346856,0.140425532,89003,17.44000053,0.140425532,"83703.47","6.559999943","3.049999952",1174,0,67,62,163,0,1363,52,91,102,344
"155","Converse College","South Carolina","SC","Private","4 Year",10930,18690,29620,18690,29620,1389,21,39000,71000,60,8,"Converse University","3",0,3,4,2,45,"5","13","0","0","0","0","0","0","0","0","1",0.819804505,NA,"0","14623","10562","8803","6333","0.9556","0.4679","0.5575",21.03976143,0.317021277,48877,7.619999886,0.317021277,"57113.24","8.329999924","3.289999962",1273,0,4,100,56,0,672,38,502,17,198
"156","Cooper Union for the Advancement of Science and Art","New York","NY","Private","4 Year",16638,46700,63338,46700,63338,NA,11,68500,126200,46,56,"The Cooper Union for the Advancement of Science and Art","3",0,3,4,2,36,"2","11","0","0","0","0","0","0","0","0","0",0.146751307,NA,"0","748","13514","33265","12353","0.3059","0.2854","0.8149",19.68062827,0.186440678,38048,14.14000034,0.186440678,"71862.09","9.640000343","3.779999971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Corban University","Oregon","OR","Private","4 Year",10228,33040,43268,33040,43268,1125,21,42500,77300,63,1,"Corban University","3",0,3,4,2,41,"8","12","0","0","0","0","0","0","0","0","0",0.375,1103,"0","22928","9967","3900","6579","0.4386","0.3282","0.5818",20.52973978,0.225242718,67205,7.889999866,0.225242718,"61069.68","7.510000229","4.210000038",674,10,24,18,34,7,876,72,68,16,165
"158","Cornell College","Iowa","IA","Private","4 Year",9384,42299,51683,42299,51683,1086,6,49600,90600,47,22,"Cornell College","3",0,3,3,2,19,"4","31","0","0","0","0","0","0","0","0","0",0.81100141,1283,"0","17165","16039","12307","7781","1","0.2365","0.6555",19.76853933,0.195754717,80000,9.739999771,0.195754717,"67428.42","5.449999809","2.890000105",577,4,26,55,140,3,720,46,44,48,274
"159","Cornell University","New York","NY","Private","4 Year",14816,55188,70004,55188,70004,21679,9,70100,128200,45,43,"Cornell University","3",0,3,4,2,36,"2","13","0","0","0","0","0","0","0","0","0",0.086850698,1510,"0","1917","31789","31240","15761","0.9206","0.1737","0.9475",19.83941158,0.154164018,75110,15.72000027,0.154164018,"80346.48","6.489999771","3.200000048",10507,64,3129,1059,1994,15,8599,762,1673,4384,7023
"160","Cornish College of the Arts","Washington","WA","Private","4 Year",12400,41642,54042,41642,54042,767,21,49000,86400,39,0,"Cornish College of the Arts","3",0,3,3,2,53,"8","11","0","0","0","0","0","0","0","0","0",0.638138138,NA,"0","30970","31116","18024","6545","0.3654","0.3216","0.5148",20.99186992,0.225714286,58476,12.42000008,0.225714286,"69763.39","6.260000229","3.430000067",491,6,43,29,76,2,484,63,42,22,219
"161","Covenant College","Georgia","GA","Private","4 Year",10260,34330,44590,34330,44590,1173,24,44400,79400,62,19,"Covenant College","3",0,3,4,2,13,"5","41","0","0","0","0","0","0","0","0","0",0.885390428,1222,"0","18956","15371","9687","8202","0.9714","0.2023","0.7017",19.58461539,NA,78999,8.380000114,NA,"63670.68","7.260000229","2.900000095",689,4,22,32,34,2,1000,23,26,30,117
"162","Creighton University","Nebraska","NE","Private","4 Year",11036,39916,50952,39916,50952,8236,2,53500,95800,56,9,"Creighton University","3",0,3,4,2,31,"4","11","0","0","0","0","0","0","0","0","0",0.777464097,1300,"0","23981","30015","15788","10009","0.6528","0.0742","0.8018",20.86,0.183839881,94392,9.850000381,0.183839881,"68443.5","5.650000095","2.539999962",4715,36,742,330,472,25,5961,259,215,196,1864
"163","Cumberland University","Tennessee","TN","Private","4 Year",9290,22890,32180,22890,32180,1481,16,45500,81000,61,3,"Cumberland University","3",0,3,4,2,47,"5","31","0","0","0","0","0","0","0","0","0",0.577637444,NA,"0","23830","7552","3516","5656","0.4387","0.3196","0.5264",23.58703939,0.408219178,41840,5.909999847,0.408219178,"59163.95","7.730000019","3.079999924",850,5,14,181,37,0,947,0,246,51,237
"164","Dakota State University","South Dakota","SD","Public","4 Year",6873,9276,16149,12249,19122,3047,5,48400,84300,49,53,"Dakota State University","3",0,3,4,1,46,"4","32","0","0","0","0","0","0","0","0","0",0.856093979,1133,"0","15432","7800","8651","8564","0.7926","0.1993","0.4755",23.88209983,0.275510204,50856.5,5.53000021,0.275510204,"52093.19","7.190000057","2.339999914",1364,25,61,144,115,6,2444,75,61,116,426
"165","Dakota Wesleyan University","South Dakota","SD","Private","4 Year",7350,27300,34650,27300,34650,870,9,41800,75700,52,10,"Dakota Wesleyan University","3",0,3,4,2,46,"4","33","0","0","0","0","0","0","0","0","0",0.757402101,1113,"0","18608","12427","5969","6148","0.6282","0.3022","0.5016",22.50609756,0.289416847,68742.5,5.159999847,0.289416847,"47601.81","10.59000015","2.819999933",494,9,2,15,23,0,786,18,3,14,67
"166","Dartmouth College","New Hampshire","NH","Private","4 Year",15756,55453,71209,55453,71209,6298,1,71500,130900,44,35,"Dartmouth College","3",0,3,4,2,33,"1","33","0","0","0","0","0","0","0","0","0",0.061715334,1508,"0","6794","35405","28821","16392","0.801","0.1734","0.9424",20.4707113,0.173626374,68455.5,15.47000027,0.173626374,"79834.73","6.800000191","3.180000067",2967,102,775,341,446,7,2968,245,450,964,1916
"167","Davidson College","North Carolina","NC","Private","4 Year",14372,51447,65819,51447,65819,1770,3,57300,106900,50,28,"Davidson College","3",0,3,3,2,37,"5","21","0","0","0","0","0","0","0","0","0",0.177960833,NA,"0","6535","25171","19646","11790","0.9227","0.1488","0.9131",19.43839542,0.157738095,80076,15.14999962,0.157738095,"76036.21","6.369999886","3",895,11,102,114,117,0,1220,71,31,104,415
"168","Davis and Elkins College","West Virginia","WV","Private","4 Year",9450,29390,38840,29390,38840,NA,11,41100,76500,43,10,"Davis & Elkins College","3",0,3,3,2,54,"5","33","0","0","0","0","0","0","0","0","0",0.776137761,NA,"0","16759","8833","8557","5705","0.55","0.4837","0.4654",21.7167756,0.4784689,40924,6.230000019,0.4784689,"46441.47","12.14999962","3.779999971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Delaware State University","Delaware","DE","Public","4 Year",12190,7868,20058,16904,29094,4397,3,46300,81900,62,10,"Delaware State University","3",0,3,4,1,10,"2","13","1","0","0","0","0","0","0","0","0",0.588371117,NA,"0","10721","9386","9166","8176","0.6139","0.4408","0.4753",20.15165656,0.355045382,39554,8.039999962,0.355045382,"60801.87","10.85000038","4.650000095",2760,12,47,2916,226,5,539,160,276,216,3366
"170","Delta State University","Mississippi","MS","Public","4 Year",7722,7246,14968,7246,14968,3614,8,40800,74200,63,5,"Delta State University","3",0,3,4,1,28,"5","33","0","0","0","0","0","0","0","0","0",0.997780244,1020,"0","13044","7296","8509","6917","0.6883","0.3981","0.4118",22.43422053,0.322715842,25245,5.789999962,0.322715842,"39124.62","21.95999908","5.909999847",2244,4,24,1325,45,5,2036,23,41,111,1426
"171","Denison University","Ohio","OH","Private","4 Year",12710,51960,64670,51960,64670,2278,5,54400,104800,45,22,"Denison University","3",0,3,3,2,39,"3","23","0","0","0","0","0","0","0","0","0",0.282665826,1353,"0","14457","25195","21937","9958","0.996","0.1659","0.8089",19.39082279,0.171232877,77800.5,14.64000034,0.171232877,"76349.35","5.980000019","2.859999895",1313,1,84,158,229,2,1515,80,44,165,554
"172","DePaul University","Illinois","IL","Private","4 Year",14235,39975,54210,39975,54210,23799,8,55700,102900,43,15,"DePaul University","3",0,3,4,2,17,"3","11","0","0","0","0","0","0","0","0","0",0.694434918,NA,"0","26769","22198","12358","11700","0.4813","0.3143","0.7041",22.14191363,0.302351416,48556,12.48999977,0.302351416,"76598.6","7.139999866","3.539999962",12650,19,1777,2123,3388,37,12871,795,1408,1381,8139
"173","DePauw University","Indiana","IN","Private","4 Year",13020,49704,62724,49704,62724,2215,5,56600,101000,47,24,"DePauw University","3",0,3,3,2,18,"3","32","0","0","0","0","0","0","0","0","0",0.646707638,1293,"0","13979","17017","21130","9317","0.8352","0.1821","0.8476",19.54486134,0.163511188,82288,11.47999954,0.163511188,"72050.75","5.739999771","2.829999924",1201,6,75,126,76,0,1517,144,63,208,427
"174","Dickinson College","Pennsylvania","PA","Private","4 Year",13698,54661,68359,54661,68359,2364,21,55800,100100,46,25,"Dickinson College","3",0,3,3,2,42,"2","13","0","0","0","0","0","0","0","0","0",0.48083569,NA,"0","1315","24036","18456","9310","0.8102","0.1599","0.8313",19.37891269,0.12195122,100109,14.89999962,0.12195122,"80466.32","6.039999962","3.039999962",1373,1,55,97,142,1,1739,80,46,203,376
"175","Dickinson State University","North Dakota","ND","Public","4 Year",6898,6765,13663,9544,16442,1479,5,46400,81200,55,8,"Dickinson State University","3",0,3,4,1,38,"4","33","0","0","0","0","0","0","0","0","0",0.993464052,1014,"0","12120","6978","9322","6908","0.5246","0.2397","0.3631",23.52210884,0.305301645,58846,4.679999828,0.305301645,"46555.21","9.68999958","3.289999962",888,14,9,60,66,4,1167,38,41,80,191
